,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
150,0.6938316822052002,0.6929432153701782,0.6937220096588135,0.693775475025177,0.6943539977073669,0.6931485533714294,0.6940711736679077,0.6941097974777222,0.6959784030914307,0.693115234375,0.6945475935935974,0.6935225129127502,0.6968238353729248,0.6935490965843201,0.6931138634681702
151,,,,,,,,,,,,,,,
152,,,,,,,,,,,,,,,
153,,,,,,,,,,,,,,,
154,,,,,,,,,,,,,,,
155,,,,,,,,,,,,,,,
156,,,,,,,,,,,,,,,
157,,,,,,,,,,,,,,,
158,,,,,,,,,,,,,,,
159,,,,,,,,,,,,,,,
160,,,,,,,,,,,,,,,
161,,,,,,,,,,,,,,,
162,,,,,,,,,,,,,,,
163,,,,,,,,,,,,,,,
164,,,,,,,,,,,,,,,
165,,,,,,,,,,,,,,,
166,,,,,,,,,,,,,,,
167,,,,,,,,,,,,,,,
168,,,,,,,,,,,,,,,
169,,,,,,,,,,,,,,,
170,,,,,,,,,,,,,,,
171,,,,,,,,,,,,,,,
172,,,,,,,,,,,,,,,
173,,,,,,,,,,,,,,,
174,,,,,,,,,,,,,,,
175,,,,,,,,,,,,,,,
176,,,,,,,,,,,,,,,
177,,,,,,,,,,,,,,,
178,,,,,,,,,,,,,,,
179,,,,,,,,,,,,,,,
180,,,,,,,,,,,,,,,
181,,,,,,,,,,,,,,,
182,,,,,,,,,,,,,,,
183,,,,,,,,,,,,,,,
184,,,,,,,,,,,,,,,
185,,,,,,,,,,,,,,,
186,,,,,,,,,,,,,,,
187,,,,,,,,,,,,,,,
188,,,,,,,,,,,,,,,
189,,,,,,,,,,,,,,,
190,,,,,,,,,,,,,,,
191,,,,,,,,,,,,,,,
192,,,,,,,,,,,,,,,
193,,,,,,,,,,,,,,,
194,,,,,,,,,,,,,,,
195,,,,,,,,,,,,,,,
196,,,,,,,,,,,,,,,
197,,,,,,,,,,,,,,,
198,,,,,,,,,,,,,,,
199,,,,,,,,,,,,,,,
200,0.6928682923316956,0.6947511434555054,0.6935002207756042,0.6936620473861694,0.6954584717750549,0.6931508779525757,0.6937697529792786,0.6941852569580078,0.6944790482521057,0.6932007670402527,0.6949585676193237,0.6933672428131104,0.6976012587547302,0.6942213177680969,0.6931165456771851
201,,,,,,,,,,,,,,,
202,,,,,,,,,,,,,,,
203,,,,,,,,,,,,,,,
204,,,,,,,,,,,,,,,
205,,,,,,,,,,,,,,,
206,,,,,,,,,,,,,,,
207,,,,,,,,,,,,,,,
208,,,,,,,,,,,,,,,
209,,,,,,,,,,,,,,,
210,,,,,,,,,,,,,,,
211,,,,,,,,,,,,,,,
212,,,,,,,,,,,,,,,
213,,,,,,,,,,,,,,,
214,,,,,,,,,,,,,,,
215,,,,,,,,,,,,,,,
216,,,,,,,,,,,,,,,
217,,,,,,,,,,,,,,,
218,,,,,,,,,,,,,,,
219,,,,,,,,,,,,,,,
220,,,,,,,,,,,,,,,
221,,,,,,,,,,,,,,,
222,,,,,,,,,,,,,,,
223,,,,,,,,,,,,,,,
224,,,,,,,,,,,,,,,
225,,,,,,,,,,,,,,,
226,,,,,,,,,,,,,,,
227,,,,,,,,,,,,,,,
228,,,,,,,,,,,,,,,
229,,,,,,,,,,,,,,,
230,,,,,,,,,,,,,,,
231,,,,,,,,,,,,,,,
232,,,,,,,,,,,,,,,
233,,,,,,,,,,,,,,,
234,,,,,,,,,,,,,,,
235,,,,,,,,,,,,,,,
236,,,,,,,,,,,,,,,
237,,,,,,,,,,,,,,,
238,,,,,,,,,,,,,,,
239,,,,,,,,,,,,,,,
240,,,,,,,,,,,,,,,
241,,,,,,,,,,,,,,,
242,,,,,,,,,,,,,,,
243,,,,,,,,,,,,,,,
244,,,,,,,,,,,,,,,
245,,,,,,,,,,,,,,,
246,,,,,,,,,,,,,,,
247,,,,,,,,,,,,,,,
248,,,,,,,,,,,,,,,
249,,,,,,,,,,,,,,,
250,0.6912750005722046,0.6972482204437256,0.6930831074714661,0.6933463215827942,0.6952704787254333,0.6931565999984741,0.6970544457435608,0.6940290927886963,0.6918550729751587,0.6931068301200867,0.6929509043693542,0.6959735751152039,0.6970350742340088,0.6952584981918335,0.693097710609436
251,,,,,,,,,,,,,,,
252,,,,,,,,,,,,,,,
253,,,,,,,,,,,,,,,
254,,,,,,,,,,,,,,,
255,,,,,,,,,,,,,,,
256,,,,,,,,,,,,,,,
257,,,,,,,,,,,,,,,
258,,,,,,,,,,,,,,,
259,,,,,,,,,,,,,,,
260,,,,,,,,,,,,,,,
261,,,,,,,,,,,,,,,
262,,,,,,,,,,,,,,,
263,,,,,,,,,,,,,,,
264,,,,,,,,,,,,,,,
265,,,,,,,,,,,,,,,
266,,,,,,,,,,,,,,,
267,,,,,,,,,,,,,,,
268,,,,,,,,,,,,,,,
269,,,,,,,,,,,,,,,
270,,,,,,,,,,,,,,,
271,,,,,,,,,,,,,,,
272,,,,,,,,,,,,,,,
273,,,,,,,,,,,,,,,
274,,,,,,,,,,,,,,,
275,,,,,,,,,,,,,,,
276,,,,,,,,,,,,,,,
277,,,,,,,,,,,,,,,
278,,,,,,,,,,,,,,,
279,,,,,,,,,,,,,,,
280,,,,,,,,,,,,,,,
281,,,,,,,,,,,,,,,
282,,,,,,,,,,,,,,,
283,,,,,,,,,,,,,,,
284,,,,,,,,,,,,,,,
285,,,,,,,,,,,,,,,
286,,,,,,,,,,,,,,,
287,,,,,,,,,,,,,,,
288,,,,,,,,,,,,,,,
289,,,,,,,,,,,,,,,
290,,,,,,,,,,,,,,,
291,,,,,,,,,,,,,,,
292,,,,,,,,,,,,,,,
293,,,,,,,,,,,,,,,
294,,,,,,,,,,,,,,,
295,,,,,,,,,,,,,,,
296,,,,,,,,,,,,,,,
297,,,,,,,,,,,,,,,
298,,,,,,,,,,,,,,,
299,,,,,,,,,,,,,,,
300,0.6894857883453369,0.6993008255958557,0.6933813691139221,0.6931478381156921,0.6958200931549072,0.693443775177002,0.7017898559570312,0.6922264695167542,0.6915051341056824,0.6931822896003723,0.6930667757987976,0.6957733631134033,0.6974143981933594,0.6942269802093506,0.693178117275238
301,,,,,,,,,,,,,,,
302,,,,,,,,,,,,,,,
303,,,,,,,,,,,,,,,
304,,,,,,,,,,,,,,,
305,,,,,,,,,,,,,,,
306,,,,,,,,,,,,,,,
307,,,,,,,,,,,,,,,
308,,,,,,,,,,,,,,,
309,,,,,,,,,,,,,,,
310,,,,,,,,,,,,,,,
311,,,,,,,,,,,,,,,
312,,,,,,,,,,,,,,,
313,,,,,,,,,,,,,,,
314,,,,,,,,,,,,,,,
315,,,,,,,,,,,,,,,
316,,,,,,,,,,,,,,,
317,,,,,,,,,,,,,,,
318,,,,,,,,,,,,,,,
319,,,,,,,,,,,,,,,
320,,,,,,,,,,,,,,,
321,,,,,,,,,,,,,,,
322,,,,,,,,,,,,,,,
323,,,,,,,,,,,,,,,
324,,,,,,,,,,,,,,,
325,,,,,,,,,,,,,,,
326,,,,,,,,,,,,,,,
327,,,,,,,,,,,,,,,
328,,,,,,,,,,,,,,,
329,,,,,,,,,,,,,,,
330,,,,,,,,,,,,,,,
331,,,,,,,,,,,,,,,
332,,,,,,,,,,,,,,,
333,,,,,,,,,,,,,,,
334,,,,,,,,,,,,,,,
335,,,,,,,,,,,,,,,
336,,,,,,,,,,,,,,,
337,,,,,,,,,,,,,,,
338,,,,,,,,,,,,,,,
339,,,,,,,,,,,,,,,
340,,,,,,,,,,,,,,,
341,,,,,,,,,,,,,,,
342,,,,,,,,,,,,,,,
343,,,,,,,,,,,,,,,
344,,,,,,,,,,,,,,,
345,,,,,,,,,,,,,,,
346,,,,,,,,,,,,,,,
347,,,,,,,,,,,,,,,
348,,,,,,,,,,,,,,,
349,,,,,,,,,,,,,,,
350,0.6910750865936279,0.7015186548233032,0.692812979221344,0.6931575536727905,0.699378490447998,0.6934575438499451,0.7001069784164429,0.6915318965911865,0.691365659236908,0.693235456943512,0.6918970346450806,0.6938748359680176,0.6981561779975891,0.6942180395126343,0.6932754516601562
351,,,,,,,,,,,,,,,
352,,,,,,,,,,,,,,,
353,,,,,,,,,,,,,,,
354,,,,,,,,,,,,,,,
355,,,,,,,,,,,,,,,
356,,,,,,,,,,,,,,,
357,,,,,,,,,,,,,,,
358,,,,,,,,,,,,,,,
359,,,,,,,,,,,,,,,
360,,,,,,,,,,,,,,,
361,,,,,,,,,,,,,,,
362,,,,,,,,,,,,,,,
363,,,,,,,,,,,,,,,
364,,,,,,,,,,,,,,,
365,,,,,,,,,,,,,,,
366,,,,,,,,,,,,,,,
367,,,,,,,,,,,,,,,
368,,,,,,,,,,,,,,,
369,,,,,,,,,,,,,,,
370,,,,,,,,,,,,,,,
371,,,,,,,,,,,,,,,
372,,,,,,,,,,,,,,,
373,,,,,,,,,,,,,,,
374,,,,,,,,,,,,,,,
375,,,,,,,,,,,,,,,
376,,,,,,,,,,,,,,,
377,,,,,,,,,,,,,,,
378,,,,,,,,,,,,,,,
379,,,,,,,,,,,,,,,
380,,,,,,,,,,,,,,,
381,,,,,,,,,,,,,,,
382,,,,,,,,,,,,,,,
383,,,,,,,,,,,,,,,
384,,,,,,,,,,,,,,,
385,,,,,,,,,,,,,,,
386,,,,,,,,,,,,,,,
387,,,,,,,,,,,,,,,
388,,,,,,,,,,,,,,,
389,,,,,,,,,,,,,,,
390,,,,,,,,,,,,,,,
391,,,,,,,,,,,,,,,
392,,,,,,,,,,,,,,,
393,,,,,,,,,,,,,,,
394,,,,,,,,,,,,,,,
395,,,,,,,,,,,,,,,
396,,,,,,,,,,,,,,,
397,,,,,,,,,,,,,,,
398,,,,,,,,,,,,,,,
399,,,,,,,,,,,,,,,
400,0.689853847026825,0.5620889067649841,0.6926302909851074,0.5365007519721985,0.5150190591812134,0.693148672580719,0.5236955881118774,0.6924092173576355,0.7265670299530029,0.6932260990142822,0.6918990612030029,0.6937101483345032,0.5510985255241394,0.6928663849830627,0.6932141184806824
